N,P,K,temperature,humidity,ph,rainfall,label
117.6,44.96,38.49,26.94,58.09,6.37,177.52,coffee
128.12,30.89,24.53,18.09,56.03,6.06,150.9,coffee
86.03,37.17,20.38,28.39,60.13,6.1,170.65,coffee
75.96,50.46,27.44,22.76,66.65,6.25,161.54,coffee
120.18,41.39,45.35,26.78,62.73,6.37,170.02,coffee
97.2,51.88,49.0,26.72,52.8,6.37,152.93,coffee
104.94,31.98,31.95,20.13,57.24,6.3,178.11,coffee
87.24,38.2,38.76,24.18,61.11,6.14,178.12,coffee
121.3,40.01,28.4,29.11,60.77,6.21,165.58,coffee
114.67,37.02,50.82,21.16,66.61,6.12,165.29,coffee
127.44,45.53,53.78,26.58,68.64,6.14,169.04,coffee
101.14,29.46,46.35,29.5,52.01,6.16,167.4,coffee
128.71,40.58,23.11,22.33,54.49,6.3,166.31,coffee
103.1,29.16,35.3,22.65,57.84,6.1,167.68,coffee
109.18,43.88,54.67,23.43,55.93,6.02,175.76,coffee
112.08,49.91,28.03,27.71,58.17,6.35,168.33,coffee
101.94,25.6,43.47,23.27,50.81,6.01,155.88,coffee
105.95,38.71,52.85,23.83,51.32,6.49,177.42,coffee
87.28,39.78,47.06,20.67,66.77,6.18,156.48,coffee
94.93,46.61,41.31,29.86,52.05,6.0,154.95,coffee
113.61,27.24,37.73,28.71,66.48,6.44,179.91,coffee
77.14,37.18,52.51,25.2,56.13,6.3,156.4,coffee
113.52,48.56,33.82,29.53,56.18,6.41,153.0,coffee
91.71,40.96,51.54,26.24,52.01,6.22,166.86,coffee
89.95,47.5,35.09,29.51,50.27,6.18,174.82,coffee
113.14,35.92,46.48,19.94,57.11,6.33,151.82,coffee
86.82,52.6,52.05,20.71,66.71,6.2,164.7,coffee
127.89,27.32,39.27,28.62,68.4,6.28,152.06,coffee
129.49,27.73,30.85,23.04,51.23,6.14,162.86,coffee
100.2,40.85,21.78,22.45,50.62,6.17,160.32,coffee
97.08,39.12,48.32,27.05,53.18,6.04,154.11,coffee
79.35,44.15,41.77,25.56,65.33,6.39,177.93,coffee
117.8,31.87,29.21,22.13,54.1,6.17,169.05,coffee
83.95,31.78,50.71,22.77,54.62,6.49,175.29,coffee
126.32,47.47,52.21,22.9,67.78,6.13,177.18,coffee
129.48,33.75,51.05,19.52,67.5,6.24,177.91,coffee
81.73,46.82,41.05,20.75,63.41,6.15,172.44,coffee
112.57,44.22,54.18,24.45,53.28,6.35,159.21,coffee
100.63,27.5,50.62,27.38,57.62,6.4,174.87,coffee
104.76,46.33,23.65,23.03,54.72,6.24,165.61,coffee
84.88,51.39,54.34,22.6,63.44,6.18,158.15,coffee
114.79,49.5,39.21,25.81,65.6,6.37,161.57,coffee
84.16,25.27,52.2,19.89,52.84,6.1,159.04,coffee
123.69,41.19,46.61,22.57,67.96,6.3,163.99,coffee
99.97,52.4,42.66,20.5,59.26,6.37,173.44,coffee
109.92,42.96,31.43,25.82,65.9,6.13,164.55,coffee
125.7,33.71,20.95,19.35,51.03,6.33,158.04,coffee
115.59,30.84,29.69,23.37,57.21,6.37,152.62,coffee
104.75,45.55,44.0,25.15,50.3,6.06,175.67,coffee
97.15,48.14,50.21,28.0,64.37,6.16,162.52,coffee
100.42,52.38,20.08,26.69,51.59,6.2,163.26,coffee
93.79,52.17,27.28,29.31,56.77,6.39,172.91,coffee
127.04,35.18,43.56,26.16,65.63,6.28,175.49,coffee
88.91,43.12,29.93,22.19,64.98,6.22,165.33,coffee
97.51,28.05,24.96,20.78,62.81,6.16,168.97,coffee
117.8,27.83,22.87,18.68,63.88,6.0,157.17,coffee
95.04,27.14,42.33,21.33,63.02,6.01,178.05,coffee
123.76,52.81,40.82,19.64,62.83,6.12,167.04,coffee
88.37,29.57,50.05,22.43,56.99,6.06,171.59,coffee
76.72,39.47,31.02,26.43,50.56,6.06,153.43,coffee
